city,date,temp,humidity,description,temp_transformed,humidity_transformed
New York,2025-04-27 02:30:00,16.08,50,overcast clouds,-0.31368088035221164,-0.4055005078297467
New York,2025-04-27 05:30:00,11.67,60,broken clouds,-0.7026139098266136,-0.11842362004835609
New York,2025-04-27 08:30:00,11.04,55,clear sky,-0.7620708830723478,-0.2636279010610174
New York,2025-04-27 11:30:00,10.33,52,clear sky,-0.8304951955339614,-0.3491657143655069
New York,2025-04-27 14:30:00,9.16,55,clear sky,-0.9468734075512845,-0.2636279010610174
New York,2025-04-27 17:30:00,9.97,47,clear sky,-0.8658022954164595,-0.4889269624917726
New York,2025-04-27 20:30:00,14.69,30,clear sky,-0.431698450032022,-0.9341134416768988
Los Angeles,2025-04-22 23:30:00,14.59,70,clear sky,-0.4403370465373293,0.1811880227862962
Los Angeles,2025-04-23 02:30:00,17.82,54,clear sky,-0.17090793706684024,-0.2922760663528101
Los Angeles,2025-04-23 05:30:00,17.01,56,few clouds,-0.23672629583081786,-0.23484657852069762
Los Angeles,2025-04-23 08:30:00,14.03,67,scattered clouds,-0.48910293827002355,0.09007493852848455
Los Angeles,2025-04-23 11:30:00,11.85,72,few clouds,-0.6858312912089864,0.2424905932097331
Los Angeles,2025-04-23 14:30:00,14.0,77,clear sky,-0.4917344507508355,0.39764322834609817
